,web-scraper-order,web-scraper-start-url,link,link-href,adres,buurt,oppervlakte_wonen,slaapkamers,huurmaand,huurprijs,huurovereenkomst,aangeboden_sinds,status,aanvaarding,soort_woonhuis,soort_bouw,bouwjaar,specifiek,soort_dak,opp_gebouwgebonden_buitenruimte,opp_externe_bergruimte,opp_perceel,inhoud,aantal_kamers,aantal_badkamers,badkamervoorziening,aantal_woonlagen,voorzieningen,energielabel,isolatie,verwarming,warm_water,cv_ketel,kadastrale_kaart,oppervlakte_kadaster,ligging,tuin,achtertuin,ligging_tuin,balkon_dakterras,parkeergelegenheid,postcode,plaatsnaam,huurmaand_woning,aantal_toiletten,plaatsnaam_encoded
3180,1732832955-3181,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=74,"Weverstede (Bouwnr. 475)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763738/,Weverstede (Bouwnr. 475),Stadscentrum,56.0,1.0,1200.0,€ 1.200 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,178.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,,Parkeergarage,3431 HZ,Nieuwegein,1200.0,1.0,280
3181,1732832957-3182,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=74,"Weverstede (Bouwnr. 651)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763743/,Weverstede (Bouwnr. 651),Stadscentrum,50.0,1.0,1180.0,€ 1.180 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,159.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1180.0,1.0,280
3182,1732832959-3183,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=74,"Weverstede (Bouwnr. 723)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763744/,Weverstede (Bouwnr. 723),Stadscentrum,45.0,1.0,1150.0,€ 1.150 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,143.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,,Parkeergarage,3431 HZ,Nieuwegein,1150.0,1.0,280
3183,1732832962-3184,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=74,"Weverstede (Bouwnr. 683)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763746/,Weverstede (Bouwnr. 683),Stadscentrum,50.0,1.0,1180.0,€ 1.180 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,159.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1180.0,1.0,280
3184,1732832967-3185,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 667)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763747/,Weverstede (Bouwnr. 667),Stadscentrum,50.0,1.0,1180.0,€ 1.180 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,159.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1180.0,1.0,280
3185,1732832969-3186,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 699)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763748/,Weverstede (Bouwnr. 699),Stadscentrum,50.0,1.0,1180.0,€ 1.180 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,159.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1180.0,1.0,280
3186,1732832971-3187,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 707)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763740/,Weverstede (Bouwnr. 707),Stadscentrum,53.0,1.0,1220.0,€ 1.220 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1220.0,1.0,280
3187,1732832974-3188,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 715)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763741/,Weverstede (Bouwnr. 715),Stadscentrum,73.0,1.0,1400.0,€ 1.400 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,232.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1400.0,1.0,280
3188,1732832976-3189,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 719)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763742/,Weverstede (Bouwnr. 719),Stadscentrum,53.0,1.0,1220.0,€ 1.220 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1220.0,1.0,280
3189,1732832978-3190,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 735)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763755/,Weverstede (Bouwnr. 735),Stadscentrum,53.0,1.0,1230.0,€ 1.230 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1230.0,1.0,280
3190,1732832981-3191,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 727)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763756/,Weverstede (Bouwnr. 727),Stadscentrum,73.0,1.0,1405.0,€ 1.405 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,232.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1405.0,1.0,280
3191,1732832983-3192,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 763)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763759/,Weverstede (Bouwnr. 763),Stadscentrum,53.0,1.0,1230.0,€ 1.230 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1230.0,1.0,280
3192,1732832985-3193,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 777)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763750/,Weverstede (Bouwnr. 777),Stadscentrum,53.0,1.0,1230.0,€ 1.230 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1230.0,1.0,280
3193,1732832988-3194,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 383)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763752/,Weverstede (Bouwnr. 383),Stadscentrum,79.0,1.0,1410.0,€ 1.410 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,252.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1410.0,1.0,280
3194,1732832990-3195,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 791)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763863/,Weverstede (Bouwnr. 791),Stadscentrum,53.0,1.0,1230.0,€ 1.230 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1230.0,1.0,280
3195,1732832992-3196,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 349)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763864/,Weverstede (Bouwnr. 349),Stadscentrum,79.0,1.0,1410.0,€ 1.410 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,252.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1410.0,1.0,280
3196,1732832995-3197,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 497)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763865/,Weverstede (Bouwnr. 497),Stadscentrum,43.0,1.0,1090.0,€ 1.090 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1090.0,1.0,280
3197,1732832997-3198,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 491)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763866/,Weverstede (Bouwnr. 491),Stadscentrum,79.0,1.0,1420.0,€ 1.420 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,252.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1420.0,1.0,280
3198,1732833000-3199,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=73,"Weverstede (Bouwnr. 419)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763868/,Weverstede (Bouwnr. 419),Stadscentrum,79.0,1.0,1415.0,€ 1.415 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,252.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1415.0,1.0,280
3199,1732833004-3200,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 505)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763861/,Weverstede (Bouwnr. 505),Stadscentrum,52.0,1.0,1230.0,€ 1.230 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,165.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1230.0,1.0,280
3200,1732833007-3201,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 503)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763873/,Weverstede (Bouwnr. 503),Stadscentrum,56.0,1.0,1240.0,€ 1.240 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,178.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1240.0,1.0,280
3201,1732833009-3202,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 515)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763877/,Weverstede (Bouwnr. 515),Stadscentrum,53.0,1.0,1200.0,€ 1.200 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1200.0,1.0,280
3202,1732833012-3203,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 521)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763878/,Weverstede (Bouwnr. 521),Stadscentrum,43.0,1.0,1100.0,€ 1.100 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1100.0,1.0,280
3203,1732833014-3204,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 531)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763871/,Weverstede (Bouwnr. 531),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3204,1732833017-3205,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 545)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763872/,Weverstede (Bouwnr. 545),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3205,1732833019-3206,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 559)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763883/,Weverstede (Bouwnr. 559),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3206,1732833021-3207,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 573)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763884/,Weverstede (Bouwnr. 573),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3207,1732833024-3208,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 587)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763886/,Weverstede (Bouwnr. 587),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3208,1732833026-3209,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 601)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763887/,Weverstede (Bouwnr. 601),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3209,1732833028-3210,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 615)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763894/,Weverstede (Bouwnr. 615),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3210,1732833031-3211,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 629)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763895/,Weverstede (Bouwnr. 629),Stadscentrum,43.0,1.0,1140.0,€ 1.140 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,137.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1140.0,1.0,280
3211,1732833033-3212,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 749)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763898/,Weverstede (Bouwnr. 749),Stadscentrum,53.0,1.0,1230.0,€ 1.230 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,169.0,2.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1230.0,1.0,280
3212,1732833035-3213,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=72,"Weverstede (Bouwnr. 639)
             
                3431 HZ Nieuwegein",https://www.funda.nl/detail/huur/nieuwegein/appartement-weverstede-0-ong/43763892/,Weverstede (Bouwnr. 639),Stadscentrum,64.0,2.0,1300.0,€ 1.300 per maand (servicekosten onbekend),Onbepaalde tijd,6 weken,Beschikbaar,In overleg,,Nieuwbouw,2024.0,,,,,,204.0,3.0,1.0,Douche en wastafel,1.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Ligging,,In centrum,,,,Balkon aanwezig,Parkeergarage,3431 HZ,Nieuwegein,1300.0,1.0,280
